concept_a,concept_b,layer,relative_depth,cosine,abs_cosine,null_p97_5,split_half_floor,beyond_null,position_a,position_b,same_position
R_control,R_control_harmless,0,0.0,0.20779705047607422,0.20779705047607422,0.03177424147725105,0.6132475733757019,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,1,0.037,0.25911223888397217,0.25911223888397217,0.03177424147725105,0.6288757920265198,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,2,0.0741,0.025316229090094566,0.025316229090094566,0.03177424147725105,0.6875845789909363,False,t_post_inst,t_post_inst,True
R_control,R_control_harmless,3,0.1111,-0.07758619636297226,0.07758619636297226,0.03177424147725105,0.6638495326042175,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,4,0.1481,-0.09558282792568207,0.09558282792568207,0.03177424147725105,0.5887443423271179,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,5,0.1852,-0.0905134454369545,0.0905134454369545,0.03177424147725105,0.6324215531349182,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,6,0.2222,-0.09690332412719727,0.09690332412719727,0.03177424147725105,0.6572062969207764,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,7,0.2593,-0.12613943219184875,0.12613943219184875,0.03177424147725105,0.6600807905197144,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,8,0.2963,-0.181174173951149,0.181174173951149,0.03177424147725105,0.6992489695549011,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,9,0.3333,-0.1033376157283783,0.1033376157283783,0.03177424147725105,0.7257104516029358,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,10,0.3704,-0.046125441789627075,0.046125441789627075,0.03177424147725105,0.6949610114097595,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,11,0.4074,0.010056911036372185,0.010056911036372185,0.03177424147725105,0.7108584642410278,False,t_post_inst,t_post_inst,True
R_control,R_control_harmless,12,0.4444,-0.0005043921992182732,0.0005043921992182732,0.03177424147725105,0.70351243019104,False,t_post_inst,t_post_inst,True
R_control,R_control_harmless,13,0.4815,0.14051802456378937,0.14051802456378937,0.03177424147725105,0.7214701175689697,True,t_post_inst,t_post_inst,True
R_control,R_control_harmless,14,0.5185,0.28705886006355286,0.28705886006355286,0.03177424147725105,0.7845114469528198,True,t_post_inst,t_post_inst,True
