model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,27,R_harm,R_control,0.5,0.5,-0.004213383421301842,-0.006207840063143522,-0.0022619486146140846,0.000800013542175293,0.005810612812638283,0.010251063853502274,0.005313879402820021,1.929111121351783,0.39,0.0,0.0,0.0,-0.23151367902755737,150.81204223632812
qwen2.5-7b,C,6,27,R_harm,R_role,0.5,0.5,-0.009414712898433208,-0.013936048606410623,-0.00526364085962996,-0.004800021648406982,0.005810612812638283,0.010251063853502274,0.005313879402820021,1.929111121351783,0.39,0.0,0.0,0.0,-0.23151367902755737,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-0.5,0.5,-0.3834894895553589,-0.38589444383978844,-0.3810998201370239,0.0003999471664428711,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-0.5,0.5,0.26246678829193115,0.2602591574192047,0.26446363478899004,0.00039999932050704956,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,2.4142346382141113
qwen2.5-7b,C,6,7,R_harm,R_role,-0.5,0.5,0.0008773765875957906,0.0005535566393518821,0.0012414700002409515,0.0015999972820281982,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-0.5,0.5,-0.01919702999293804,-0.021391514968127013,-0.016997638670727615,0.0003999471664428711,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-0.5,0.5,0.022312777116894722,0.018039903696626426,0.026562942890450355,0.00839996337890625,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,13.214834213256836
qwen2.5-7b,C,6,17,R_harm,R_role,-0.5,0.5,0.010966743342578411,0.009225336066447199,0.012704537995159623,0.00039999932050704956,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-0.5,0.5,-0.0010354627156630158,-0.0027203418605495243,0.0006433290385757563,0.0,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-0.5,0.5,0.004541517700999975,0.0027630945784039795,0.006401001627091317,0.000800013542175293,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,150.81204223632812
