model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,7,R_harm,R_harm,0.25,0.25,0.1899612993001938,0.18860054835677148,0.1912834133952856,0.0,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,0.25,0.25,0.032899364829063416,0.032132893614470956,0.03365700030699372,0.0004000067710876465,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,0.25,0.25,-0.000701274024322629,-0.0009267004788853228,-0.0004705630795797335,-0.0012000203132629395,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,0.25,0.25,0.011790493503212929,0.010646422882564366,0.012939052912406624,0.0,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,0.25,0.25,-0.006500036921352148,-0.00781155105214566,-0.005241464881692083,0.000800013542175293,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,0.25,0.25,-0.007966091856360435,-0.009066029498353601,-0.006900304707232864,0.0011999979615211487,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,0.25,0.25,0.002717244904488325,0.0012203953083371744,0.004073198873084038,-0.0004000067710876465,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,0.25,0.25,-0.0008409006404690444,-0.0019939150370191783,0.00030130243976600446,0.0,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,0.25,0.25,-0.0060117896646261215,-0.008988307160325348,-0.0031253068475052734,-0.005199998617172241,0.0018625645898282528,0.0032253158278763294,0.0023504806304117665,1.3721941743086417,0.39,0.0,0.0,0.0,-0.13283203542232513,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-0.25,0.25,-0.1922425627708435,-0.19356605932116508,-0.19090091735124587,0.0,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-0.25,0.25,-0.0348147451877594,-0.03569969972595573,-0.0339676596224308,-0.0007999539375305176,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,-0.25,0.25,0.0008686863002367318,0.0006496554473415017,0.001117083616554737,-0.000800013542175293,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-0.25,0.25,-0.010064102709293365,-0.011556005477905274,-0.008597727422602475,0.0003999471664428711,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-0.25,0.25,0.008432842791080475,0.006611273309681564,0.010271328012458978,0.002400040626525879,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,-0.25,0.25,0.005426791962236166,0.004321643803268671,0.006558571697678417,0.0007999986410140991,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-0.25,0.25,-0.0009552380652166903,-0.00233101510675624,0.0005100048772874287,-0.0004000067710876465,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-0.25,0.25,0.0017001472879201174,0.0006216938447323628,0.0028544190456159394,-0.0012000203132629395,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,-0.25,0.25,0.0011167159536853433,-0.0025668637244962156,0.0048023512819781854,0.0059999823570251465,0.0021949545480310917,0.0033623373601585627,0.0023504806304117665,1.4304892865973267,0.39,0.0,0.0,0.0,0.10748046636581421,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,0.5,0.5,0.3784269392490387,0.37569736912846563,0.38110229969024656,0.0,0.005810612812638283,0.010251063853502274,0.005313879402820021,1.929111121351783,0.39,0.0,0.0,0.0,-0.23151367902755737,4.563311576843262
