model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,margin_shift,class_gap
qwen2.5-7b,C,6,17,R_harm,R_control,0.5,0.5,-0.013865901157259941,-0.016461791330948473,-0.011328130168840291,-0.000800013542175293,0.005682406015694141,0.009560121223330498,0.004908771661575884,1.947558754497326,-0.21671874821186066,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,0.5,0.5,-0.014994988217949867,-0.016931986156851053,-0.01308583428617567,0.005599997937679291,0.005682406015694141,0.009560121223330498,0.004908771661575884,1.947558754497326,-0.21671874821186066,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,0.5,0.5,0.0027915642131119967,0.001068981277057901,0.004568671586457638,-0.000800013542175293,0.005682406015694141,0.009560121223330498,0.004908771661575884,1.947558754497326,-0.21671874821186066,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,0.5,0.5,-0.0036498871631920338,-0.005224913894198835,-0.0021228208905085923,0.0007999539375305176,0.005682406015694141,0.009560121223330498,0.004908771661575884,1.947558754497326,-0.21671874821186066,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,0.5,0.5,-0.006948515772819519,-0.011510235187597573,-0.0026364000688772673,-0.008799999952316284,0.005682406015694141,0.009560121223330498,0.004908771661575884,1.947558754497326,-0.21671874821186066,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-0.5,0.5,-0.38323551416397095,-0.38556494638323785,-0.38087023943662646,-0.0003999471664428711,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-0.5,0.5,-0.06977710872888565,-0.07122810576111079,-0.06831340920180082,-0.000800013542175293,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,-0.5,0.5,0.0007668650359846652,0.0004401422818773426,0.0011086761427577582,0.00279998779296875,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-0.5,0.5,-0.019709670916199684,-0.021883111959323288,-0.017609402257949113,0.0,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-0.5,0.5,0.015453722327947617,0.012741668126545846,0.01834920272231102,0.005200028419494629,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,-0.5,0.5,0.011769557371735573,0.010103080817498267,0.013464585901238025,0.0007999986410140991,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-0.5,0.5,-0.0018496899865567684,-0.0035368510580156,-0.00022866337276354916,0.0004000067710876465,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-0.5,0.5,0.004006862174719572,0.0024901982164010406,0.005562146415468304,0.0,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,-0.5,0.5,0.006115258205682039,0.0008270560705568641,0.01144514898769557,0.007600009441375732,0.006180120166391134,0.010693203657865524,0.004908771661575884,2.1783868542038967,0.2347070276737213,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,1.0,1.0,0.7517486810684204,0.7459170237183571,0.757469317317009,-0.0003999471664428711,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,1.0,1.0,0.1347302496433258,0.1316859532147646,0.1377622988075018,0.0015999674797058105,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,1.0,1.0,-0.0033326433040201664,-0.003932275797706097,-0.002787142631132156,-0.010400012135505676,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,1.0,1.0,0.04973970726132393,0.04542178092524409,0.053939981479197735,-0.00279998779296875,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,1.0,1.0,-0.02644837088882923,-0.03153048725798726,-0.021410717396065596,0.000800013542175293,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,1.0,1.0,-0.03304123878479004,-0.03704803604632616,-0.029100949363783005,0.0076000019907951355,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,1.0,1.0,0.005832827650010586,0.002764879062306136,0.009012807579711075,-0.00279998779296875,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,1.0,1.0,-0.006946873851120472,-0.010010181413963436,-0.0038583706889767245,0.001999974250793457,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,1.0,1.0,-0.015452479012310505,-0.023899693973362446,-0.007800453912932431,-0.00920000672340393,0.019198978319764137,0.03158767893910408,0.015815930673852563,1.9972064616675331,-0.43318358063697815,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-1.0,1.0,-0.7691552639007568,-0.7732670173048973,-0.7649756819009781,-0.0007999539375305176,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-1.0,1.0,-0.13976985216140747,-0.14235809594392776,-0.13706538788974285,-0.002400040626525879,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,-1.0,1.0,0.0019897783640772104,0.0013538882049033418,0.0026475351769477125,0.006399989128112793,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-1.0,1.0,-0.03776383399963379,-0.04170183939859271,-0.03418838679790497,0.0,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-1.0,1.0,0.030847592279314995,0.0256454951595515,0.03598689902573824,0.007600009441375732,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,-1.0,1.0,0.021477343514561653,0.01855016672052443,0.024297760613262654,-0.0024000033736228943,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-1.0,1.0,-0.0042715175077319145,-0.007492447283584625,-0.0011063049925724058,0.001199960708618164,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-1.0,1.0,0.007540499791502953,0.004663648898713291,0.010411704704165458,0.0007999539375305176,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,-1.0,1.0,0.010420475155115128,0.0016306345525663346,0.01968437568284571,0.018000006675720215,0.022405380383133888,0.04007511958479881,0.015815930673852563,2.533845172390163,0.4618554711341858,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,2.0,2.0,1.4797252416610718,1.4669637322425841,1.4920514047145843,-0.0003999471664428711,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,2.0,2.0,0.26421114802360535,0.25805107280611994,0.2707306303083897,0.0023999810218811035,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,2.0,2.0,-0.007293858099728823,-0.008348935539834202,-0.006310084171127528,-0.015200003981590271,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,2.0,2.0,0.10665862262248993,0.09782045055180788,0.11502735298126936,-0.0043999552726745605,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,2.0,2.0,-0.03855324909090996,-0.048561291117221114,-0.028417763300240043,0.0059999823570251465,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,2.0,2.0,-0.0703544169664383,-0.07854668218642473,-0.062331929337233305,0.01560000330209732,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,2.0,2.0,0.011337049305438995,0.005918240000028163,0.017082547908648847,-0.004400014877319336,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,2.0,2.0,-0.014516323804855347,-0.02045649033971131,-0.008443693351000554,0.007200002670288086,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,2.0,2.0,-0.04171508923172951,-0.05771943954750895,-0.025738788535818465,-0.0059999823570251465,0.07951189577579498,0.11780741065740585,0.050068477634340525,2.3529257573552655,-0.8322070240974426,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-2.0,2.0,-1.543710470199585,-1.5501259058713912,-1.5372125387191773,-0.0007999539375305176,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-2.0,2.0,-0.27532079815864563,-0.28038180246949196,-0.27014836966991423,-0.0040000081062316895,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,-2.0,2.0,0.001519783865660429,0.00015450197279278657,0.002940265828510746,0.01879999041557312,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-2.0,2.0,-0.0736730545759201,-0.0809869209304452,-0.06709414720535278,0.0,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-2.0,2.0,0.05323239415884018,0.043616304825991395,0.0623298067599535,0.010800004005432129,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,-2.0,2.0,0.04372284561395645,0.03818246582522988,0.049224090203642844,0.009599998593330383,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-2.0,2.0,-0.009371500462293625,-0.01542190769687295,-0.003080920048523694,0.001199960708618164,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-2.0,2.0,0.014974168501794338,0.009581032698042691,0.020516997389495365,0.0043999552726745605,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,-2.0,2.0,0.030432477593421936,0.014711847272701561,0.04792297007516026,0.028800010681152344,0.08397337049245834,0.14985132217407227,0.050068477634340525,2.9929274716212575,0.951855480670929,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,4.0,4.0,2.864508867263794,2.838936960697174,2.8895635187625883,0.0,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,4.0,4.0,0.49907588958740234,0.48572054132819176,0.5123155042529106,0.003999948501586914,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,4.0,4.0,-0.0198126919567585,-0.02191995894536376,-0.017866056412458423,-0.015200003981590271,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,4.0,4.0,0.19267074763774872,0.17226761542260646,0.21343726068735122,-0.015599966049194336,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,4.0,4.0,-0.04196867346763611,-0.060810831282287835,-0.022971192188560974,0.011600017547607422,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,4.0,4.0,-0.12047021090984344,-0.1380715198814869,-0.10376704335212711,0.05639999359846115,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,4.0,4.0,0.01678711734712124,0.0051451563136652115,0.030830716341733927,-0.007600009441375732,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,4.0,4.0,-0.03304927051067352,-0.0442027042619884,-0.02057142280973495,0.008799970149993896,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,4.0,4.0,-0.09528831392526627,-0.12273397129029036,-0.06773231048136952,0.040800005197525024,0.2956653833389282,0.46503326296806335,0.174831029959023,2.6599011804543973,-1.3674414157867432,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-4.0,4.0,-3.0318245887756348,-3.047690951824188,-3.0152453780174255,-0.0015999674797058105,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-4.0,4.0,-0.5043200850486755,-0.5175594478845597,-0.49124660789966584,-0.008800029754638672,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,3.2808449268341064
qwen2.5-7b,C,6,7,R_harm,R_role,-4.0,4.0,0.0033990093506872654,6.580326444236562e-05,0.006706236687023189,0.03360000252723694,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-4.0,4.0,-0.1588790863752365,-0.1779116477817297,-0.14051453806459904,0.0004000067710876465,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-4.0,4.0,0.055602654814720154,0.0349563067778945,0.07523084599524736,-0.011600017547607422,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,26.395238876342773
qwen2.5-7b,C,6,17,R_harm,R_role,-4.0,4.0,0.11470001190900803,0.09890947919338941,0.13001606352627276,0.059999994933605194,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-4.0,4.0,-0.034040242433547974,-0.04716706862673163,-0.021028160164132722,0.00279998779296875,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-4.0,4.0,0.019907424226403236,0.008825172344222665,0.031151594314724196,0.00279998779296875,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,256.7321472167969
qwen2.5-7b,C,6,27,R_harm,R_role,-4.0,4.0,0.1378847062587738,0.10620335508137942,0.17147325500845906,0.06720000505447388,0.29517677426338196,0.3944169282913208,0.174831029959023,2.255989273664775,1.5299804210662842,98.78836059570312
qwen2.5-7b,C,6,7,R_control,R_harm,0.25,0.25,0.01963387243449688,0.01903263167478144,0.020264295814558863,0.0,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,4.563311576843262
qwen2.5-7b,C,6,7,R_control,R_control,0.25,0.25,0.1814763993024826,0.18044848553836346,0.1824374757707119,-0.000800013542175293,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,3.2808449268341064
qwen2.5-7b,C,6,7,R_control,R_role,0.25,0.25,9.431000944459811e-05,-0.0001271011606149841,0.00031152814553934147,-0.000800013542175293,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,9.503987312316895
qwen2.5-7b,C,6,17,R_control,R_harm,0.25,0.25,0.00554098654538393,0.004044606944080442,0.006854489177931099,-0.0007999539375305176,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,23.48501205444336
qwen2.5-7b,C,6,17,R_control,R_control,0.25,0.25,0.0027872100472450256,0.0012868019461166114,0.0043157891137525425,0.0012000203132629395,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,26.395238876342773
qwen2.5-7b,C,6,17,R_control,R_role,0.25,0.25,-0.0031710562761873007,-0.004282827791757882,-0.0020549388078507044,0.003600001335144043,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,22.735044479370117
qwen2.5-7b,C,6,27,R_control,R_harm,0.25,0.25,0.002592165721580386,0.001515325959189795,0.0036383854981977483,-0.000800013542175293,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,206.79986572265625
qwen2.5-7b,C,6,27,R_control,R_control,0.25,0.25,0.0016782007878646255,0.0007809628441464156,0.0025793373526539647,0.0004000067710876465,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,256.7321472167969
qwen2.5-7b,C,6,27,R_control,R_role,0.25,0.25,-0.0007484027883037925,-0.003676456509856507,0.002375380735611543,0.0011999905109405518,0.001540187280625105,0.0028475644066929817,0.0025486704835202545,1.1172744476405956,0.023222656920552254,98.78836059570312
qwen2.5-7b,C,6,7,R_control,R_harm,-0.25,0.25,-0.019781941547989845,-0.020374342706054448,-0.019236793741583824,0.0,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,4.563311576843262
qwen2.5-7b,C,6,7,R_control,R_control,-0.25,0.25,-0.1836211085319519,-0.1846412058919668,-0.1825250830501318,0.0,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,3.2808449268341064
qwen2.5-7b,C,6,7,R_control,R_role,-0.25,0.25,0.0005898787640035152,0.0003851520472380798,0.0007903324527433141,0.00279998779296875,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,9.503987312316895
qwen2.5-7b,C,6,17,R_control,R_harm,-0.25,0.25,-0.0049560461193323135,-0.006295088108163327,-0.0036552471283357603,0.0,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,23.48501205444336
qwen2.5-7b,C,6,17,R_control,R_control,-0.25,0.25,-0.0012011331273242831,-0.002462923125131056,1.0817623046932324e-05,-0.0012000203132629395,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,26.395238876342773
qwen2.5-7b,C,6,17,R_control,R_role,-0.25,0.25,0.004320984706282616,0.003224967006826773,0.005388701939955353,-0.004799999296665192,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,22.735044479370117
qwen2.5-7b,C,6,27,R_control,R_harm,-0.25,0.25,-0.0018882934236899018,-0.00299492318299599,-0.0007577521319035452,0.0,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,206.79986572265625
qwen2.5-7b,C,6,27,R_control,R_control,-0.25,0.25,-0.0007179924286901951,-0.0016016246954677626,0.0001928252466314001,0.0,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,256.7321472167969
qwen2.5-7b,C,6,27,R_control,R_role,-0.25,0.25,0.004550014156848192,0.0017489118763478473,0.007132353703491387,-0.0015999972820281982,0.0015670782886445522,0.002870495431125164,0.0025486704835202545,1.126271697218544,0.019746093079447746,98.78836059570312
qwen2.5-7b,C,6,7,R_control,R_harm,0.5,0.5,0.03836328908801079,0.0370999607257545,0.03963414831086993,0.0,0.003353576175868511,0.006293654441833496,0.004908771661575884,1.282124098600467,-0.0023437500931322575,4.563311576843262
qwen2.5-7b,C,6,7,R_control,R_control,0.5,0.5,0.36190250515937805,0.359832426160574,0.36383009850978854,-0.0012000203132629395,0.003353576175868511,0.006293654441833496,0.004908771661575884,1.282124098600467,-0.0023437500931322575,3.2808449268341064
