concept,layer,relative_depth,train_auc,auc,auc_ci_low,auc_ci_high,length_only_auc,random_auc,model
R_harm,0,0.0,0.912574291229248,0.93111252784729,0.8806014657020569,0.96788090467453,0.6523078083992004,0.4587812423706054,qwen2.5-7b
R_harm,1,0.037,0.9184125065803528,0.9440312385559082,0.9032713174819946,0.9733138680458068,0.6523078083992004,0.6588125228881836,qwen2.5-7b
R_harm,2,0.0741,0.9401875138282776,0.9677562713623048,0.9382772445678712,0.9882782101631165,0.6523078083992004,0.3569124937057495,qwen2.5-7b
R_harm,3,0.1111,0.9546250104904176,0.9814687371253968,0.9572001099586488,0.9965335726737976,0.6523078083992004,0.4676125049591064,qwen2.5-7b
R_harm,4,0.1481,0.9500986337661744,0.973743736743927,0.9448179006576538,0.9925539493560792,0.6523078083992004,0.6100187301635742,qwen2.5-7b
R_harm,5,0.1852,0.9447680711746216,0.9700312614440918,0.9387378096580504,0.9910931587219238,0.6523078083992004,0.8623437285423279,qwen2.5-7b
R_harm,6,0.2222,0.9572145938873292,0.980287492275238,0.9546332359313964,0.9965307116508484,0.6523078083992004,0.5898374915122986,qwen2.5-7b
R_harm,7,0.2593,0.961555540561676,0.9783437252044678,0.9506109356880188,0.9959862232208252,0.6523078083992004,0.2758125066757202,qwen2.5-7b
R_harm,8,0.2963,0.9602757096290588,0.9775750041007996,0.9491968154907228,0.9958865642547609,0.6523078083992004,0.1115249991416931,qwen2.5-7b
R_harm,9,0.3333,0.9648520946502686,0.9815000295639038,0.9558112025260924,0.9972496628761292,0.6523078083992004,0.5419437289237976,qwen2.5-7b
R_harm,10,0.3704,0.9648319482803344,0.9796500205993652,0.9540891647338868,0.9962686896324158,0.6523078083992004,0.5810187458992004,qwen2.5-7b
R_harm,11,0.4074,0.9665361046791076,0.979462504386902,0.953265905380249,0.9961242079734802,0.6523078083992004,0.6315125226974487,qwen2.5-7b
R_harm,12,0.4444,0.9675659537315368,0.980287492275238,0.9545724987983704,0.9967209100723268,0.6523078083992004,0.3367500007152557,qwen2.5-7b
R_harm,13,0.4815,0.9684666395187378,0.981124997138977,0.9560005068778992,0.9974155426025392,0.6523078083992004,0.6160374879837036,qwen2.5-7b
R_harm,14,0.5185,0.9679756760597228,0.9803562760353088,0.9544309973716736,0.9967292547225952,0.6523078083992004,0.5764250159263611,qwen2.5-7b
R_harm,15,0.5556,0.968465268611908,0.9813937544822692,0.956333577632904,0.9972842335700988,0.6523078083992004,0.4475187361240387,qwen2.5-7b
R_harm,16,0.5926,0.9688485860824584,0.9806687235832214,0.9560418128967284,0.9964988827705384,0.6523078083992004,0.3893750011920929,qwen2.5-7b
R_harm,17,0.6296,0.9685242772102356,0.9794374704360962,0.9539682865142822,0.9955930709838868,0.6523078083992004,0.3453437387943268,qwen2.5-7b
R_harm,18,0.6667,0.9681437611579896,0.9792624711990356,0.9541538953781128,0.995675563812256,0.6523078083992004,0.4455625116825104,qwen2.5-7b
R_harm,19,0.7037,0.9667729139328004,0.9814437627792358,0.9567227959632874,0.9969043135643004,0.6523078083992004,0.4920375049114227,qwen2.5-7b
R_harm,20,0.7407,0.9660194516181946,0.9793124794960022,0.953382968902588,0.9956753849983216,0.6523078083992004,0.4874750077724457,qwen2.5-7b
R_harm,21,0.7778,0.9670256972312928,0.9802812337875366,0.9545689225196838,0.9964702129364014,0.6523078083992004,0.3264625072479248,qwen2.5-7b
R_harm,22,0.8148,0.9662465453147888,0.979787528514862,0.954529345035553,0.9963590502738952,0.6523078083992004,0.5223562717437744,qwen2.5-7b
R_harm,23,0.8519,0.9665347337722778,0.979881227016449,0.9545994400978088,0.9965753555297852,0.6523078083992004,0.2346562445163726,qwen2.5-7b
R_harm,24,0.8889,0.9650694727897644,0.977831244468689,0.9513673186302184,0.9951114058494568,0.6523078083992004,0.1273187547922134,qwen2.5-7b
R_harm,25,0.9259,0.9640326499938964,0.9752562642097472,0.946482241153717,0.9943549036979676,0.6523078083992004,0.4271937608718872,qwen2.5-7b
R_harm,26,0.963,0.9310458302497864,0.9464625120162964,0.9093508720397948,0.9733763933181764,0.6523078083992004,0.5043312311172485,qwen2.5-7b
R_harm,27,1.0,0.8991867899894714,0.9165250062942504,0.8724309206008911,0.953439235687256,0.6523078083992004,0.6249562501907349,qwen2.5-7b
R_harm_user,0,0.0,0.9203888773918152,0.9397000074386596,0.8902863264083862,0.9751054644584656,0.7054312229156494,0.510200023651123,qwen2.5-7b
R_harm_user,1,0.037,0.9350444674491882,0.9559999704360962,0.919191300868988,0.9828066229820251,0.7054312229156494,0.6881999969482422,qwen2.5-7b
R_harm_user,2,0.0741,0.9504666924476624,0.975000023841858,0.947759449481964,0.9933704733848572,0.7054312229156494,0.3014000058174133,qwen2.5-7b
R_harm_user,3,0.1111,0.9558333158493042,0.9818999767303468,0.9575892686843872,0.9968819618225098,0.7054312229156494,0.4871000051498413,qwen2.5-7b
R_harm_user,4,0.1481,0.9510444402694702,0.973800003528595,0.9434994459152222,0.9931063652038574,0.7054312229156494,0.6172999739646912,qwen2.5-7b
R_harm_user,5,0.1852,0.9468444585800172,0.971400022506714,0.9399651885032654,0.9917967915534972,0.7054312229156494,0.8504999876022339,qwen2.5-7b
R_harm_user,6,0.2222,0.957377791404724,0.9803000092506408,0.9541579484939576,0.9966009259223938,0.7054312229156494,0.5569000244140625,qwen2.5-7b
R_harm_user,7,0.2593,0.962855577468872,0.979099988937378,0.9514227509498596,0.9960055947303772,0.7054312229156494,0.3052000105381012,qwen2.5-7b
R_harm_user,8,0.2963,0.963633358478546,0.979200005531311,0.9519931077957152,0.9968691468238832,0.7054312229156494,0.132200002670288,qwen2.5-7b
R_harm_user,9,0.3333,0.9663777947425842,0.9811999797821044,0.9555245637893676,0.9972923398017884,0.7054312229156494,0.5683000087738037,qwen2.5-7b
R_harm_user,10,0.3704,0.9666444659233092,0.9797000288963318,0.9536157846450806,0.9965808391571044,0.7054312229156494,0.5541999936103821,qwen2.5-7b
R_harm_user,11,0.4074,0.9678999781608582,0.9797000288963318,0.9529190063476562,0.996841311454773,0.7054312229156494,0.6092000007629395,qwen2.5-7b
R_harm_user,12,0.4444,0.9689666628837584,0.9817000031471252,0.9570218324661256,0.9978883266448976,0.7054312229156494,0.3467000126838684,qwen2.5-7b
R_harm_user,13,0.4815,0.9694666862487792,0.9818000197410583,0.957555890083313,0.997992753982544,0.7054312229156494,0.5612000226974487,qwen2.5-7b
R_harm_user,14,0.5185,0.9683444499969482,0.9804999828338624,0.9550949931144714,0.9967799186706544,0.7054312229156494,0.4995999932289123,qwen2.5-7b
R_harm_user,15,0.5556,0.969177782535553,0.9807999730110168,0.9548140168190002,0.9968045353889464,0.7054312229156494,0.4273000061511993,qwen2.5-7b
R_harm_user,16,0.5926,0.9696555733680724,0.9815000295639038,0.9567974805831908,0.997189998626709,0.7054312229156494,0.3781000077724457,qwen2.5-7b
R_harm_user,17,0.6296,0.9692555665969848,0.9812999963760376,0.95575612783432,0.9970954060554504,0.7054312229156494,0.3630000054836273,qwen2.5-7b
R_harm_user,18,0.6667,0.968833327293396,0.9800000190734864,0.954172134399414,0.9961832761764526,0.7054312229156494,0.4266999959945678,qwen2.5-7b
R_harm_user,19,0.7037,0.9672333598136902,0.9818000197410583,0.9562000036239624,0.9971988797187804,0.7054312229156494,0.4395000040531158,qwen2.5-7b
R_harm_user,20,0.7407,0.9660221934318542,0.9796000123023988,0.9532836079597472,0.9959859251976012,0.7054312229156494,0.4731000065803528,qwen2.5-7b
R_harm_user,21,0.7778,0.9651333093643188,0.9800999760627748,0.9544209241867064,0.9968555569648744,0.7054312229156494,0.3190999925136566,qwen2.5-7b
R_harm_user,22,0.8148,0.965766668319702,0.9814000129699708,0.9566985964775084,0.9973860383033752,0.7054312229156494,0.5551999807357788,qwen2.5-7b
R_harm_user,23,0.8519,0.9655333161354064,0.9811999797821044,0.9562252163887024,0.9969973564147948,0.7054312229156494,0.2280000001192093,qwen2.5-7b
R_harm_user,24,0.8889,0.9634666442871094,0.9812999963760376,0.955933392047882,0.99707293510437,0.7054312229156494,0.0759999975562095,qwen2.5-7b
R_harm_user,25,0.9259,0.9632444381713868,0.9807000160217284,0.9548140168190002,0.9965514540672302,0.7054312229156494,0.4462000131607055,qwen2.5-7b
R_harm_user,26,0.963,0.9509000182151794,0.973800003528595,0.9452072381973268,0.9923041462898254,0.7054312229156494,0.3957999944686889,qwen2.5-7b
R_harm_user,27,1.0,0.9379000067710876,0.9624000191688538,0.926797091960907,0.9860856533050536,0.7054312229156494,0.5392000079154968,qwen2.5-7b
R_control,0,0.0,0.9096733927726746,0.667887806892395,0.4485425055027008,0.8612266778945923,0.3626947402954101,0.6177517175674438,qwen2.5-7b
R_control,1,0.037,0.8878244161605835,0.6937408447265625,0.4675683379173279,0.8751717209815979,0.3626947402954101,0.5822691917419434,qwen2.5-7b
R_control,2,0.0741,0.8616905212402344,0.649570882320404,0.4233250319957733,0.8450164794921875,0.3626947402954101,0.3698974251747131,qwen2.5-7b
R_control,3,0.1111,0.8297356367111206,0.6443374752998352,0.4340911507606506,0.8259520530700684,0.3626947402954101,0.3812015950679779,qwen2.5-7b
R_control,4,0.1481,0.8401851654052734,0.6662130951881409,0.4877419471740722,0.817704439163208,0.3626947402954101,0.4218128621578216,qwen2.5-7b
R_control,5,0.1852,0.8571832776069641,0.6660037636756897,0.4803079962730407,0.8243484497070312,0.3626947402954101,0.3756541907787323,qwen2.5-7b
R_control,6,0.2222,0.8496240377426147,0.6923801302909851,0.5181626081466675,0.852733314037323,0.3626947402954101,0.6120996475219727,qwen2.5-7b
R_control,7,0.2593,0.8584768176078796,0.7233619689941406,0.5306879878044128,0.8979808688163757,0.3626947402954101,0.5965040922164917,qwen2.5-7b
R_control,8,0.2963,0.8532823920249939,0.7581117749214172,0.5853628516197205,0.9137341380119324,0.3626947402954101,0.5048147439956665,qwen2.5-7b
R_control,9,0.3333,0.8672891855239868,0.8015490770339966,0.6292413473129272,0.9276207089424132,0.3626947402954101,0.5615448951721191,qwen2.5-7b
R_control,10,0.3704,0.8586385250091553,0.8090851902961731,0.6341873407363892,0.9384859204292296,0.3626947402954101,0.5960854291915894,qwen2.5-7b
R_control,11,0.4074,0.8824480772018433,0.8166213035583496,0.6374328136444092,0.946933090686798,0.3626947402954101,0.6268578767776489,qwen2.5-7b
R_control,12,0.4444,0.8766674995422363,0.8240527510643005,0.6645423173904419,0.9422414898872375,0.3626947402954101,0.5356918573379517,qwen2.5-7b
R_control,13,0.4815,0.9859932065010072,0.9496545791625975,0.8920465111732483,0.988252580165863,0.3626947402954101,0.7534016966819763,qwen2.5-7b
R_control,14,0.5185,0.9931684136390686,0.9788570404052734,0.9505839943885804,0.995906949043274,0.3626947402954101,0.5626962780952454,qwen2.5-7b
R_control,15,0.5556,0.9936736822128296,0.9800083637237548,0.9552429914474488,0.9946363568305968,0.3626947402954101,0.6448608040809631,qwen2.5-7b
R_control,16,0.5926,0.9935120344161988,0.979485034942627,0.9531431198120116,0.9950823187828064,0.3626947402954101,0.4821017384529114,qwen2.5-7b
R_control,17,0.6296,0.995351254940033,0.9879631400108336,0.9678597450256348,0.998452603816986,0.3626947402954101,0.2104877531528473,qwen2.5-7b
