model,stage,steer_layer,relative_depth,source,alpha,mean_kl,margin_shift
qwen2.5-7b,A,15,0.5556,R_harm,-1.0,2.08504581451416,-4.6064453125
qwen2.5-7b,A,15,0.5556,R_control,1.0,2.7059152126312256,11.220117568969727
qwen2.5-7b,A,15,0.5556,R_control,-1.0,2.7614197731018066,-9.074023246765137
qwen2.5-7b,A,15,0.5556,R_role,1.0,0.6620702743530273,0.941601574420929
qwen2.5-7b,A,15,0.5556,R_role,-1.0,0.45480233430862427,0.767773449420929
qwen2.5-7b,A,16,0.5926,R_harm,1.0,4.121540069580078,12.220117568969727
qwen2.5-7b,A,16,0.5926,R_harm,-1.0,1.8902690410614014,-4.568945407867432
qwen2.5-7b,A,16,0.5926,R_control,1.0,3.967334270477295,13.3271484375
qwen2.5-7b,A,16,0.5926,R_control,-1.0,2.2069053649902344,-8.927929878234863
qwen2.5-7b,A,16,0.5926,R_role,1.0,0.7922574281692505,0.48652344942092896
qwen2.5-7b,A,16,0.5926,R_role,-1.0,0.3856121897697449,0.3974609375
qwen2.5-7b,A,17,0.6296,R_harm,1.0,2.293928623199463,9.9521484375
qwen2.5-7b,A,17,0.6296,R_harm,-1.0,1.6641857624053955,-4.483349800109863
qwen2.5-7b,A,17,0.6296,R_control,1.0,1.9834072589874268,11.4755859375
qwen2.5-7b,A,17,0.6296,R_control,-1.0,1.8128992319107056,-8.808008193969727
qwen2.5-7b,A,17,0.6296,R_role,1.0,0.841077446937561,1.5294921398162842
qwen2.5-7b,A,17,0.6296,R_role,-1.0,0.3780907690525055,-0.6197265386581421
qwen2.5-7b,A,18,0.6667,R_harm,1.0,3.6669342517852783,12.117773056030273
qwen2.5-7b,A,18,0.6667,R_harm,-1.0,3.965981960296631,-11.09228515625
qwen2.5-7b,A,18,0.6667,R_control,1.0,4.816734790802002,16.3759765625
qwen2.5-7b,A,18,0.6667,R_control,-1.0,4.3205108642578125,-14.248437881469727
qwen2.5-7b,A,18,0.6667,R_role,1.0,0.5872565507888794,1.4064452648162842
qwen2.5-7b,A,18,0.6667,R_role,-1.0,0.19664868712425232,-0.14824219048023224
qwen2.5-7b,A,19,0.7037,R_harm,1.0,2.3094639778137207,10.988866806030273
qwen2.5-7b,A,19,0.7037,R_harm,-1.0,3.1701104640960693,-9.8759765625
qwen2.5-7b,A,19,0.7037,R_control,1.0,2.5486416816711426,13.011914253234863
qwen2.5-7b,A,19,0.7037,R_control,-1.0,3.484778881072998,-12.940038681030273
qwen2.5-7b,A,19,0.7037,R_role,1.0,0.3675212264060974,1.1697266101837158
qwen2.5-7b,A,19,0.7037,R_role,-1.0,0.13817790150642395,-0.05859375
qwen2.5-7b,A,20,0.7407,R_harm,1.0,1.988417625427246,11.193554878234863
qwen2.5-7b,A,20,0.7407,R_harm,-1.0,2.7702794075012207,-10.115429878234863
qwen2.5-7b,A,20,0.7407,R_control,1.0,3.11106538772583,13.986132621765137
qwen2.5-7b,A,20,0.7407,R_control,-1.0,4.136537551879883,-13.826757431030273
qwen2.5-7b,A,20,0.7407,R_role,1.0,0.32736629247665405,1.1580078601837158
qwen2.5-7b,A,20,0.7407,R_role,-1.0,0.156727597117424,-0.169921875
qwen2.5-7b,A,21,0.7778,R_harm,1.0,1.7665576934814453,11.027148246765137
qwen2.5-7b,A,21,0.7778,R_harm,-1.0,2.5836758613586426,-9.861913681030273
qwen2.5-7b,A,21,0.7778,R_control,1.0,2.5691874027252197,12.910351753234863
qwen2.5-7b,A,21,0.7778,R_control,-1.0,3.8969154357910156,-12.826562881469727
qwen2.5-7b,A,21,0.7778,R_role,1.0,0.2366906851530075,0.9052734375
qwen2.5-7b,A,21,0.7778,R_role,-1.0,0.11219710111618042,-0.2679687440395355
qwen2.5-7b,A,22,0.8148,R_harm,1.0,1.2755612134933472,10.945898056030273
qwen2.5-7b,A,22,0.8148,R_harm,-1.0,2.0361716747283936,-10.328516006469727
qwen2.5-7b,A,22,0.8148,R_control,1.0,2.1671619415283203,13.183008193969727
qwen2.5-7b,A,22,0.8148,R_control,-1.0,3.764641284942627,-13.678515434265137
qwen2.5-7b,A,22,0.8148,R_role,1.0,0.19049227237701416,0.3802734315395355
qwen2.5-7b,A,22,0.8148,R_role,-1.0,0.09341748058795929,0.12089844048023224
qwen2.5-7b,A,23,0.8519,R_harm,1.0,1.2046798467636108,12.246679306030273
qwen2.5-7b,A,23,0.8519,R_harm,-1.0,1.5961958169937134,-10.983007431030273
qwen2.5-7b,A,23,0.8519,R_control,1.0,2.5762898921966553,15.998242378234863
qwen2.5-7b,A,23,0.8519,R_control,-1.0,3.38189959526062,-14.215087890625
qwen2.5-7b,A,23,0.8519,R_role,1.0,0.11315667629241943,0.9039062261581421
qwen2.5-7b,A,23,0.8519,R_role,-1.0,0.0689467340707779,-0.46757811307907104
qwen2.5-7b,A,24,0.8889,R_harm,1.0,1.2627689838409424,12.3076171875
qwen2.5-7b,A,24,0.8889,R_harm,-1.0,1.3735034465789795,-10.861108779907227
qwen2.5-7b,A,24,0.8889,R_control,1.0,3.0465755462646484,17.149023056030273
qwen2.5-7b,A,24,0.8889,R_control,-1.0,3.4469313621520996,-14.884081840515137
qwen2.5-7b,A,24,0.8889,R_role,1.0,0.0879981592297554,1.361914038658142
qwen2.5-7b,A,24,0.8889,R_role,-1.0,0.0602962002158165,-0.649609386920929
qwen2.5-7b,A,25,0.9259,R_harm,1.0,1.4015339612960815,12.4189453125
qwen2.5-7b,A,25,0.9259,R_harm,-1.0,1.4738167524337769,-6.979101657867432
qwen2.5-7b,A,25,0.9259,R_control,1.0,3.631214141845703,18.694629669189453
qwen2.5-7b,A,25,0.9259,R_control,-1.0,3.6513028144836426,-12.283007621765137
qwen2.5-7b,A,25,0.9259,R_role,1.0,0.07324238121509552,0.728710949420929
qwen2.5-7b,A,25,0.9259,R_role,-1.0,0.05144314095377922,-0.2513671815395355
qwen2.5-7b,A,26,0.963,R_harm,1.0,0.9858509302139282,11.892382621765137
qwen2.5-7b,A,26,0.963,R_harm,-1.0,1.2281283140182495,-6.202538967132568
qwen2.5-7b,A,26,0.963,R_control,1.0,2.779287338256836,18.100194931030273
qwen2.5-7b,A,26,0.963,R_control,-1.0,3.1309964656829834,-11.789648056030273
qwen2.5-7b,A,26,0.963,R_role,1.0,0.06672404706478119,0.19140625
qwen2.5-7b,A,26,0.963,R_role,-1.0,0.04859522357583046,0.13925781846046448
