model,stage,steer_layer,relative_depth,source,alpha,mean_kl,margin_shift
qwen3.5-9b,A,11,0.3548,R_harm,1.0,0.20128779113292694,1.724218726158142
qwen3.5-9b,A,11,0.3548,R_harm,-1.0,0.2840738296508789,-1.6232421398162842
qwen3.5-9b,A,11,0.3548,R_control,1.0,0.06721526384353638,0.04140625149011612
qwen3.5-9b,A,11,0.3548,R_control,-1.0,0.055416494607925415,-0.05390625074505806
qwen3.5-9b,A,11,0.3548,R_role,1.0,0.16888543963432312,-1.983007788658142
qwen3.5-9b,A,11,0.3548,R_role,-1.0,0.16668374836444855,1.101953148841858
qwen3.5-9b,A,12,0.3871,R_harm,1.0,0.2141440361738205,1.522851586341858
qwen3.5-9b,A,12,0.3871,R_harm,-1.0,0.23193788528442383,-1.238867163658142
qwen3.5-9b,A,12,0.3871,R_control,1.0,0.06440584361553192,-0.05429687350988388
qwen3.5-9b,A,12,0.3871,R_control,-1.0,0.05319308489561081,0.05390625074505806
qwen3.5-9b,A,12,0.3871,R_role,1.0,0.16773472726345062,-2.3080077171325684
qwen3.5-9b,A,12,0.3871,R_role,-1.0,0.20959463715553284,1.958398461341858
qwen3.5-9b,A,13,0.4194,R_harm,1.0,0.20872680842876434,1.3826172351837158
qwen3.5-9b,A,13,0.4194,R_harm,-1.0,0.2152605801820755,-0.978320300579071
qwen3.5-9b,A,13,0.4194,R_control,1.0,0.0932660922408104,0.08027343451976776
qwen3.5-9b,A,13,0.4194,R_control,-1.0,0.09748314321041107,-0.01992187462747097
qwen3.5-9b,A,13,0.4194,R_role,1.0,0.1901492178440094,-2.681445360183716
qwen3.5-9b,A,13,0.4194,R_role,-1.0,0.26686206459999084,2.788867235183716
qwen3.5-9b,A,14,0.4516,R_harm,1.0,0.20072491466999054,1.4958984851837158
qwen3.5-9b,A,14,0.4516,R_harm,-1.0,0.2824307978153229,-1.5908203125
qwen3.5-9b,A,14,0.4516,R_control,1.0,0.06674283742904663,0.0673828125
qwen3.5-9b,A,14,0.4516,R_control,-1.0,0.06572706997394562,-0.05527343600988388
qwen3.5-9b,A,14,0.4516,R_role,1.0,0.17734462022781372,-2.257617235183716
qwen3.5-9b,A,14,0.4516,R_role,-1.0,0.24767406284809113,2.783007860183716
qwen3.5-9b,A,15,0.4839,R_harm,1.0,0.24625059962272644,2.0628905296325684
qwen3.5-9b,A,15,0.4839,R_harm,-1.0,0.31673938035964966,-1.775976538658142
qwen3.5-9b,A,15,0.4839,R_control,1.0,0.10553771257400513,0.48417967557907104
qwen3.5-9b,A,15,0.4839,R_control,-1.0,0.10550124943256378,-0.4306640625
qwen3.5-9b,A,15,0.4839,R_role,1.0,0.17774145305156708,-2.115039110183716
qwen3.5-9b,A,15,0.4839,R_role,-1.0,0.25667470693588257,2.6607422828674316
