model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,margin_shift,class_gap
qwen3.5-9b,C,7,8,R_role,R_control,-0.25,0.25,0.03460006043314934,0.02994951750151813,0.039523207210004324,0.0015999972820281982,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,-0.25,0.25,-0.2169470191001892,-0.21884060613811016,-0.21512956395745278,0.022000014781951904,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,-0.25,0.25,-0.014701735228300095,-0.018723651207983492,-0.010802930360659957,0.0,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,-0.25,0.25,-0.03274180740118027,-0.03809785945340991,-0.02743864320218563,-0.0004000067710876465,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,-0.25,0.25,-0.1378340870141983,-0.144489786028862,-0.1309559028595686,-0.0043999552726745605,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,-0.25,0.25,-0.009388456121087074,-0.013227767706848682,-0.0058154199854470795,0.0,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,-0.25,0.25,-0.0129372738301754,-0.017413102881982924,-0.00876691534649581,0.001600027084350586,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,-0.25,0.25,-0.0854809582233429,-0.09564301893115043,-0.0761117583140731,0.018800020217895508,0.00988728553056717,0.017932353541254997,0.002581307679065503,6.947003523325414,0.3921875059604645,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,0.5,0.5,-0.3253974914550781,-0.3300623670220375,-0.3207793369889259,0.0004000067710876465,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,0.5,0.5,-0.11971493810415268,-0.12611514031887056,-0.11341002918779851,-0.005200028419494629,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,0.5,0.5,0.47291821241378784,0.46939302757382395,0.4764413058757782,-0.03999999165534973,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,0.5,0.5,0.03219176456332207,0.025463069090619683,0.038762510381639005,0.0,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,0.5,0.5,0.07217912375926971,0.06323209069669247,0.08084050212055445,0.000800013542175293,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,0.5,0.5,0.35807064175605774,0.34299909994006156,0.3720979064702988,0.018800020217895508,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,0.5,0.5,0.01896079257130623,0.011011251714080572,0.0272249893285334,0.000800013542175293,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,0.5,0.5,0.02796846814453602,0.019849593983963132,0.03636947590857744,-0.0007999539375305176,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,0.5,0.5,0.16953876614570618,0.1474056489765644,0.19085532389581203,-0.08160001039505005,0.03959834948182106,0.06744939833879471,0.00842802636907436,8.002988527218218,-0.9506250023841858,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,-0.5,0.5,0.30964452028274536,0.3011277712881565,0.31841553226113317,-0.000800013542175293,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,-0.5,0.5,0.07413629442453384,0.06471682768315076,0.08399288430809974,0.004399985074996948,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,-0.5,0.5,-0.42109215259552,-0.42452484294772147,-0.4176873005926609,0.03240001201629639,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,-0.5,0.5,-0.029267581179738045,-0.03726989468559623,-0.02144609862007201,0.0,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,-0.5,0.5,-0.06440497189760208,-0.07514504734426737,-0.05405867490917445,0.000800013542175293,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,-0.5,0.5,-0.25376468896865845,-0.266422388702631,-0.24047114737331868,-0.001999974250793457,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,-0.5,0.5,-0.019436411559581757,-0.02681068191304803,-0.012589048803783965,0.000800013542175293,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,-0.5,0.5,-0.026441048830747604,-0.03543221596628428,-0.017717012483626605,0.002400040626525879,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,-0.5,0.5,-0.16426025331020355,-0.18401790112257005,-0.14567492827773096,0.02799999713897705,0.040900230407714844,0.07686102390289307,0.00842802636907436,9.119694283934072,0.7010937333106995,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,1.0,1.0,-0.6463117003440857,-0.6559005424380302,-0.6357436656951905,-0.0004000067710876465,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,1.0,1.0,-0.3329087495803833,-0.3476938895881176,-0.31860126033425334,-0.009600013494491577,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,1.0,1.0,0.9633145332336426,0.9568743422627449,0.9699128985404968,-0.07240000367164612,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,1.0,1.0,0.08068238198757172,0.06928975954651832,0.09213834069669247,0.0004000067710876465,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,1.0,1.0,0.1658225655555725,0.15003958493471145,0.18226284869015216,0.00279998779296875,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,1.0,1.0,0.796945333480835,0.768725910782814,0.8237033188343048,0.04080003499984741,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,1.0,1.0,0.042131055146455765,0.027109605446457862,0.05773132629692554,0.001600027084350586,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,1.0,1.0,0.06415832787752151,0.049450998287647964,0.07889387737959622,0.0004000067710876465,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,1.0,1.0,0.26767733693122864,0.21658467575907708,0.31662839427590367,-0.22600001096725464,0.16727672517299652,0.27085238695144653,0.030074226786382496,9.006129696211758,-2.0371875762939453,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,-1.0,1.0,0.5997671484947205,0.5826143875718117,0.6166931971907615,-0.000800013542175293,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,-1.0,1.0,0.13949759304523468,0.12001262102276086,0.16029159724712372,0.0067999958992004395,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,-1.0,1.0,-0.8003507256507874,-0.8059971898794174,-0.7947080701589584,0.047200024127960205,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,-1.0,1.0,-0.057968974113464355,-0.07436955850571395,-0.04203174775466324,0.0,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,-1.0,1.0,-0.12634886801242828,-0.14809636175632476,-0.10576641969382763,-0.001999974250793457,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,-1.0,1.0,-0.42633479833602905,-0.4484435185790062,-0.4038953512907028,0.0028000473976135254,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,-1.0,1.0,-0.0367790088057518,-0.05026830518618226,-0.02444562288001181,-0.0004000067710876465,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,-1.0,1.0,-0.051191069185733795,-0.0674407884478569,-0.03558654682710767,0.003200054168701172,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,-1.0,1.0,-0.2842305600643158,-0.32290964797139166,-0.24822728149592876,0.048799991607666016,0.15039627254009247,0.2817831039428711,0.030074226786382496,9.369587652057659,1.1721874475479126,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,2.0,2.0,-1.137779951095581,-1.1733610719442367,-1.0993661642074586,-0.0051999688148498535,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,2.0,2.0,-1.0144459009170532,-1.0598124265670776,-0.9684569522738457,-0.01040002703666687,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,2.0,2.0,1.7625635862350464,1.748447012901306,1.776779878139496,-0.13439999520778656,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,2.0,2.0,0.14717257022857666,0.11812636554241181,0.17517856657505035,0.004400014877319336,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,2.0,2.0,0.3019813895225525,0.2554160341620445,0.3474120467901229,0.004400014877319336,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,2.0,2.0,1.195082664489746,1.1426910668611527,1.2444429725408555,-0.14959996938705444,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,2.0,2.0,0.11810340732336044,0.09104481730610132,0.14332392215728756,-0.001600027084350586,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,2.0,2.0,0.12655040621757507,0.09997147805988789,0.15204754844307897,0.003600001335144043,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,2.0,2.0,0.3627687096595764,0.279677776247263,0.45337869375944123,-0.36880000680685043,1.0357187986373901,1.8870693445205688,0.09591594897210598,19.674197719394524,-4.347499847412109,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,-2.0,2.0,1.1417617797851562,1.111795073747635,1.1716667264699936,-0.0015999674797058105,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,-2.0,2.0,0.3040790855884552,0.2682083211839199,0.3407473877072334,0.01639997959136963,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,-2.0,2.0,-1.5127286911010742,-1.519953429698944,-1.5055275708436966,0.039200007915496826,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,-2.0,2.0,-0.11686155945062637,-0.15307134427130223,-0.08215972296893598,-0.0040000081062316895,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,-2.0,2.0,-0.24124331772327423,-0.289024630934,-0.19634196646511554,-0.011999964714050293,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,-2.0,2.0,-0.6063095331192017,-0.6412421241402626,-0.5723106190562248,0.022000014781951904,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,-2.0,2.0,-0.09165562689304352,-0.12030062433332205,-0.0651846401393414,-0.0004000067710876465,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,-2.0,2.0,-0.11693321913480759,-0.14890552200376989,-0.08677771538496018,-0.003999948501586914,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,-2.0,2.0,-0.3268614709377289,-0.383587110042572,-0.27554835006594663,0.06120002269744873,0.40235435962677,0.6645598411560059,0.09591594897210598,6.928564522145023,1.2884374856948853,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,4.0,4.0,-1.6056944131851196,-1.6685184866189957,-1.540050557255745,-0.0004000067710876465,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,4.0,4.0,-2.283414363861084,-2.367142194509506,-2.197280693054199,0.009999990463256836,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,4.0,4.0,2.827946186065674,2.8102346837520598,2.8449933350086214,-0.2183999866247177,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,4.0,4.0,-0.1133946031332016,-0.21662748754024505,-0.011929233069531663,-0.06599998474121094,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,4.0,4.0,-0.09961512684822083,-0.23819114603102207,0.039015184342861144,-0.26639997959136963,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,4.0,4.0,1.0841352939605713,1.0298718005418777,1.136232778429985,-0.2639999985694885,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,4.0,4.0,-0.21141687035560608,-0.30860852226614954,-0.11732826028019193,-0.35759997367858887,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,4.0,4.0,-0.39249294996261597,-0.4993725620210171,-0.28935651034116755,-0.15279996395111084,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,4.0,4.0,1.8014127016067505,1.7286349803209304,1.8797426968812943,0.19599997997283936,3.628188371658325,4.608841419219971,0.2749739568680525,16.761010648843172,-6.680624961853027,60.2837028503418
qwen3.5-9b,C,7,8,R_role,R_harm,-4.0,4.0,2.1551780700683594,2.112375783920288,2.197492015361786,-0.0023999810218811035,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,1.976116418838501
qwen3.5-9b,C,7,8,R_role,R_control,-4.0,4.0,0.7900466918945312,0.739795695245266,0.8418481081724166,0.028799980878829956,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,1.0689592361450195
qwen3.5-9b,C,7,8,R_role,R_role,-4.0,4.0,-2.9295709133148193,-2.937183302640915,-2.9219098567962645,0.018000006675720215,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,4.93510103225708
qwen3.5-9b,C,7,19,R_role,R_harm,-4.0,4.0,-0.18108032643795013,-0.25925889760255816,-0.10656314063817267,-0.03240001201629639,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,23.36080551147461
qwen3.5-9b,C,7,19,R_role,R_control,-4.0,4.0,-0.3743988871574402,-0.47725302875041964,-0.27588469088077544,-0.07760000228881836,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,15.32968807220459
qwen3.5-9b,C,7,19,R_role,R_role,-4.0,4.0,-0.7553290724754333,-0.8004906982183456,-0.7107980594038964,-0.2059999704360962,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,12.593536376953125
qwen3.5-9b,C,7,31,R_role,R_harm,-4.0,4.0,-0.2633093297481537,-0.3361375406384468,-0.19026380069553855,-0.007200002670288086,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,118.91390991210938
qwen3.5-9b,C,7,31,R_role,R_control,-4.0,4.0,-0.3691170811653137,-0.4500636853277683,-0.28827198967337614,-0.0843999981880188,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,76.66504669189453
qwen3.5-9b,C,7,31,R_role,R_role,-4.0,4.0,-0.08782636374235153,-0.15474158823490142,-0.01953867366537453,-0.009600013494491577,1.8647456169128418,1.5941362380981445,0.2749739568680525,5.797408075496757,-1.524999976158142,60.2837028503418
qwen3.5-9b,C,7,8,random,R_harm,0.25,0.25,-0.006047490052878857,-0.007002219371497631,-0.005123009975068271,0.0,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,1.976116418838501
qwen3.5-9b,C,7,8,random,R_control,0.25,0.25,0.01528896763920784,0.01380236006807536,0.01682028602808714,-0.001600027084350586,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,1.0689592361450195
qwen3.5-9b,C,7,8,random,R_role,0.25,0.25,-0.004337097518146038,-0.004588169336784631,-0.0040782292839139705,-0.0020000040531158447,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,4.93510103225708
qwen3.5-9b,C,7,19,random,R_harm,0.25,0.25,0.0015704992692917585,0.0004697763455624226,0.002751395461382342,-0.0004000067710876465,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,23.36080551147461
qwen3.5-9b,C,7,19,random,R_control,0.25,0.25,0.0030621131882071495,0.0014662493369542063,0.004641090449877082,-0.000800013542175293,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,15.32968807220459
qwen3.5-9b,C,7,19,random,R_role,0.25,0.25,0.006219480652362108,0.004087340598925948,0.008449926669709383,-0.0055999755859375,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,12.593536376953125
qwen3.5-9b,C,7,31,random,R_harm,0.25,0.25,0.0011819930514320731,9.842379640758736e-05,0.0022485411260277028,0.0,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,118.91390991210938
qwen3.5-9b,C,7,31,random,R_control,0.25,0.25,0.0012439154088497162,-2.716591907301334e-05,0.0024749426636844866,0.0004000067710876465,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,76.66504669189453
qwen3.5-9b,C,7,31,random,R_role,0.25,0.25,0.003192681120708585,0.00028389750150381593,0.005919812736101448,-0.0028000175952911377,0.0008430504240095615,0.0015470507787540555,0.002581307679065503,0.5993283138235291,-0.061250001192092896,60.2837028503418
qwen3.5-9b,C,7,8,random,R_harm,-0.25,0.25,0.006343378219753504,0.0051807175856083635,0.007541375386063008,0.0,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,1.976116418838501
qwen3.5-9b,C,7,8,random,R_control,-0.25,0.25,-0.017491767182946205,-0.019115812983363865,-0.015942313894629478,-0.0020000040531158447,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,1.0689592361450195
qwen3.5-9b,C,7,8,random,R_role,-0.25,0.25,0.00550498953089118,0.00517597672296688,0.005845202098134905,0.0015999972820281982,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,4.93510103225708
qwen3.5-9b,C,7,19,random,R_harm,-0.25,0.25,-0.0019258474931120872,-0.0029715433774981648,-0.0009204852482071149,0.0004000067710876465,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,23.36080551147461
qwen3.5-9b,C,7,19,random,R_control,-0.25,0.25,-0.004125738982111216,-0.005575614364352078,-0.0027895556762814523,0.0004000067710876465,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,15.32968807220459
qwen3.5-9b,C,7,19,random,R_role,-0.25,0.25,-0.00744826951995492,-0.00967099538538605,-0.005298013926949352,0.007600009441375732,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,12.593536376953125
qwen3.5-9b,C,7,31,random,R_harm,-0.25,0.25,-0.0015708002028986812,-0.0024141312518622727,-0.0007585701023344893,0.0,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,118.91390991210938
qwen3.5-9b,C,7,31,random,R_control,-0.25,0.25,-0.002578153507784009,-0.0037053689535241573,-0.0014778376935282735,0.0,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,76.66504669189453
qwen3.5-9b,C,7,31,random,R_role,-0.25,0.25,-0.004282470792531967,-0.0073948658187873665,-0.0013009724789299084,0.0020000040531158447,0.0010648720199242234,0.001833645161241293,0.002581307679065503,0.7103551336062028,0.05312500149011612,60.2837028503418
qwen3.5-9b,C,7,8,random,R_harm,0.5,0.5,-0.012383140623569489,-0.013678610627539455,-0.01118550538085401,0.0,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,1.976116418838501
qwen3.5-9b,C,7,8,random,R_control,0.5,0.5,0.029436860233545303,0.027495816675946118,0.03159107463434339,-0.002400010824203491,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,1.0689592361450195
qwen3.5-9b,C,7,8,random,R_role,0.5,0.5,-0.00782854575663805,-0.008257346251048148,-0.007389285811223089,-0.0031999945640563965,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,4.93510103225708
qwen3.5-9b,C,7,19,random,R_harm,0.5,0.5,0.003389825113117695,0.001516710693249479,0.005371303972788154,-0.0004000067710876465,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,23.36080551147461
qwen3.5-9b,C,7,19,random,R_control,0.5,0.5,0.006462067365646362,0.0037791020178701727,0.009159422689117491,-0.0004000067710876465,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,15.32968807220459
qwen3.5-9b,C,7,19,random,R_role,0.5,0.5,0.013852971605956554,0.01071960204280913,0.01716730035841465,-0.004799962043762207,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,12.593536376953125
qwen3.5-9b,C,7,31,random,R_harm,0.5,0.5,0.002513311104848981,0.0008912154095014557,0.004052082425914703,0.0004000067710876465,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,118.91390991210938
qwen3.5-9b,C,7,31,random,R_control,0.5,0.5,0.0033582637552171946,0.001268792530754581,0.005435290560126304,0.0012000203132629395,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,76.66504669189453
qwen3.5-9b,C,7,31,random,R_role,0.5,0.5,0.005375432316213846,0.0012228149134898558,0.009159964788705103,-0.0015999972820281982,0.002058745361864567,0.003806773107498884,0.00842802636907436,0.4516802559454946,-0.12531250715255737,60.2837028503418
qwen3.5-9b,C,7,8,random,R_harm,-0.5,0.5,0.01377851516008377,0.011629449669271708,0.016062742099165916,0.0,0.0019824879709631205,0.0036651226691901684,0.00842802636907436,0.43487318485842663,0.10999999940395355,1.976116418838501
qwen3.5-9b,C,7,8,random,R_control,-0.5,0.5,-0.0370514839887619,-0.03968845074996352,-0.03427656935527921,-0.002400010824203491,0.0019824879709631205,0.0036651226691901684,0.00842802636907436,0.43487318485842663,0.10999999940395355,1.0689592361450195
qwen3.5-9b,C,7,8,random,R_role,-0.5,0.5,0.011525912210345268,0.011029853019863367,0.012044659350067377,0.0020000040531158447,0.0019824879709631205,0.0036651226691901684,0.00842802636907436,0.43487318485842663,0.10999999940395355,4.93510103225708
qwen3.5-9b,C,7,19,random,R_harm,-0.5,0.5,-0.0032477758359164,-0.005181164387613535,-0.0014243702578824035,0.0004000067710876465,0.0019824879709631205,0.0036651226691901684,0.00842802636907436,0.43487318485842663,0.10999999940395355,23.36080551147461
qwen3.5-9b,C,7,19,random,R_control,-0.5,0.5,-0.0070177726447582245,-0.00966832460835576,-0.004467778361868115,0.0012000203132629395,0.0019824879709631205,0.0036651226691901684,0.00842802636907436,0.43487318485842663,0.10999999940395355,15.32968807220459
qwen3.5-9b,C,7,19,random,R_role,-0.5,0.5,-0.01219160109758377,-0.01572130317799747,-0.008771573752164846,0.010800004005432129,0.0019824879709631205,0.0036651226691901684,0.00842802636907436,0.43487318485842663,0.10999999940395355,12.593536376953125
