model,stage,steer_layer,relative_depth,source,token_set,alpha,abs_alpha,mean_kl,margin_shift
qwen2.5-7b,B,13,0.4815,R_harm,all_real,2.0,2.0,4.7615156173706055,11.646679878234863
qwen2.5-7b,B,13,0.4815,R_harm,all_real,-2.0,2.0,3.000873565673828,-3.5443358421325684
qwen2.5-7b,B,13,0.4815,R_harm,all_real,4.0,4.0,6.493241786956787,10.591992378234863
qwen2.5-7b,B,13,0.4815,R_harm,all_real,-4.0,4.0,4.059287071228027,-1.704492211341858
qwen2.5-7b,B,13,0.4815,R_control,all_real,0.25,0.25,0.04000067710876465,1.050390601158142
qwen2.5-7b,B,13,0.4815,R_control,all_real,-0.25,0.25,0.060407668352127075,-0.9691406488418579
qwen2.5-7b,B,13,0.4815,R_control,all_real,0.5,0.5,0.11769294738769531,2.130664110183716
qwen2.5-7b,B,13,0.4815,R_control,all_real,-0.5,0.5,0.2759191393852234,-1.9921875
qwen2.5-7b,B,13,0.4815,R_control,all_real,1.0,1.0,0.6220340132713318,4.547461032867432
qwen2.5-7b,B,13,0.4815,R_control,all_real,-1.0,1.0,0.9764555096626282,-4.413866996765137
qwen2.5-7b,B,13,0.4815,R_control,all_real,2.0,2.0,2.757814884185791,10.4775390625
qwen2.5-7b,B,13,0.4815,R_control,all_real,-2.0,2.0,4.64479923248291,-10.842870712280273
qwen2.5-7b,B,13,0.4815,R_control,all_real,4.0,4.0,4.560721397399902,9.316210746765137
qwen2.5-7b,B,13,0.4815,R_control,all_real,-4.0,4.0,8.192710876464844,-13.258984565734863
qwen2.5-7b,B,13,0.4815,R_role,all_real,0.25,0.25,0.06347446143627167,0.06621094048023224
qwen2.5-7b,B,13,0.4815,R_role,all_real,-0.25,0.25,0.040894657373428345,-0.05800781399011612
qwen2.5-7b,B,13,0.4815,R_role,all_real,0.5,0.5,0.27833929657936096,0.11386718600988388
qwen2.5-7b,B,13,0.4815,R_role,all_real,-0.5,0.5,0.17031745612621307,0.0341796875
qwen2.5-7b,B,13,0.4815,R_role,all_real,1.0,1.0,1.5550850629806519,-0.2177734375
qwen2.5-7b,B,13,0.4815,R_role,all_real,-1.0,1.0,0.5364358425140381,0.502148449420929
qwen2.5-7b,B,13,0.4815,R_role,all_real,2.0,2.0,3.1341328620910645,-1.201757788658142
qwen2.5-7b,B,13,0.4815,R_role,all_real,-2.0,2.0,1.0556919574737549,2.1201171875
qwen2.5-7b,B,13,0.4815,R_role,all_real,4.0,4.0,8.896512985229492,-6.46484375
qwen2.5-7b,B,13,0.4815,R_role,all_real,-4.0,4.0,2.187267780303955,3.816210985183716
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,0.25,0.25,0.013356913812458515,0.2837890684604645
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,-0.25,0.25,0.0184798464179039,-0.23906250298023224
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,0.5,0.5,0.0449763648211956,0.6410156488418579
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,-0.5,0.5,0.059342943131923676,-0.4056640565395355
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,1.0,1.0,0.1938745677471161,1.6062500476837158
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,-1.0,1.0,0.15890231728553772,-0.6328125
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,2.0,2.0,1.2111625671386719,5.854101657867432
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,-2.0,2.0,0.34077614545822144,-0.7416015863418579
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,4.0,4.0,4.4568610191345215,11.289648056030273
qwen2.5-7b,B,13,0.4815,R_harm,instruction_span,-4.0,4.0,0.6572731733322144,-0.552929699420929
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,0.25,0.25,0.010038726031780243,0.3375000059604645
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,-0.25,0.25,0.011120865121483803,-0.30156248807907104
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,0.5,0.5,0.031086048111319542,0.7193359136581421
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,-0.5,0.5,0.04177793115377426,-0.590624988079071
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,1.0,1.0,0.10897020250558853,1.638281226158142
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,-1.0,1.0,0.12381921708583832,-1.0529296398162842
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,2.0,2.0,0.7402492165565491,4.689648628234863
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,-2.0,2.0,0.2581016719341278,-1.665624976158142
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,4.0,4.0,2.610766887664795,10.488085746765137
qwen2.5-7b,B,13,0.4815,R_control,instruction_span,-4.0,4.0,0.5608842968940735,-1.366601586341858
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,0.25,0.25,0.01295657642185688,-0.1513671875
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,-0.25,0.25,0.011086951941251755,0.16826172173023224
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,0.5,0.5,0.04724264517426491,-0.2505859434604645
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,-0.5,0.5,0.040596626698970795,0.31914061307907104
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,1.0,1.0,0.19358326494693756,-0.38691407442092896
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,-1.0,1.0,0.12862269580364227,0.6771484613418579
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,2.0,2.0,0.8038080930709839,-0.541210949420929
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,-2.0,2.0,0.36118245124816895,1.4382812976837158
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,4.0,4.0,2.265143632888794,0.3740234375
qwen2.5-7b,B,13,0.4815,R_role,instruction_span,-4.0,4.0,1.0011131763458252,2.6474609375
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,0.25,0.25,0.005331127438694239,0.07949218899011612
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,-0.25,0.25,0.005731138400733471,-0.05839843675494194
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,0.5,0.5,0.017870431765913963,0.15410156548023224
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,-0.5,0.5,0.014506561681628227,-0.1103515625
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,1.0,1.0,0.05105426907539368,0.3949218690395355
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,-1.0,1.0,0.03522679954767227,-0.12832030653953552
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,2.0,2.0,0.11741606146097183,1.4367187023162842
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,-2.0,2.0,0.06793446838855743,-0.07207031548023224
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,4.0,4.0,0.7649950385093689,6.253710746765137
qwen2.5-7b,B,13,0.4815,R_harm,t_inst_only,-4.0,4.0,0.09905767440795898,0.10585937649011612
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,0.25,0.25,0.004333288874477148,0.09023437649011612
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,-0.25,0.25,0.004259586799889803,-0.09980468451976776
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,0.5,0.5,0.013719622977077961,0.19667968153953552
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,-0.5,0.5,0.011769546195864677,-0.14511719346046448
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,1.0,1.0,0.040053464472293854,0.42578125
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,-1.0,1.0,0.03138970583677292,-0.26445311307907104
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,2.0,2.0,0.09699133783578873,1.206640601158142
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,-2.0,2.0,0.06317432224750519,-0.373046875
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,4.0,4.0,0.4458061754703522,4.937304496765137
qwen2.5-7b,B,13,0.4815,R_control,t_inst_only,-4.0,4.0,0.09990201890468597,-0.19492188096046448
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,0.25,0.25,0.0036806855350732803,-0.01523437537252903
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,-0.25,0.25,0.002442618366330862,0.0025390624068677425
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,0.5,0.5,0.010159136727452278,-0.012500000186264515
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,-0.5,0.5,0.00956274289637804,0.013476562686264515
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,1.0,1.0,0.030257930979132652,0.0064453124068677425
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,-1.0,1.0,0.03265208378434181,0.01992187462747097
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,2.0,2.0,0.079251229763031,0.1005859375
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,-2.0,2.0,0.07989461719989777,0.11113281548023224
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,4.0,4.0,0.16184568405151367,0.12480469048023224
qwen2.5-7b,B,13,0.4815,R_role,t_inst_only,-4.0,4.0,0.1151295080780983,0.21933594346046448
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,0.25,0.25,0.023598961532115936,0.2554687559604645
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,-0.25,0.25,0.024525465443730354,-0.19648437201976776
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,0.5,0.5,0.07938934862613678,0.6410156488418579
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,-0.5,0.5,0.08436307311058044,-0.34843748807907104
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,1.0,1.0,0.28174248337745667,1.621679663658142
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,-1.0,1.0,0.35743004083633423,-0.6099609136581421
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,2.0,2.0,1.8788011074066162,7.071679592132568
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,-2.0,2.0,1.1075336933135986,-1.0564453601837158
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,4.0,4.0,6.937976837158203,13.3154296875
qwen2.5-7b,B,13,0.4815,R_harm,post_instruction,-4.0,4.0,2.18589448928833,1.8474609851837158
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,0.25,0.25,0.015717221423983574,0.6416015625
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,-0.25,0.25,0.02097717672586441,-0.5796874761581421
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,0.5,0.5,0.050118982791900635,1.336523413658142
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,-0.5,0.5,0.06688731163740158,-1.116796851158142
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,1.0,1.0,0.17310121655464172,2.7484374046325684
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,-1.0,1.0,0.3735690712928772,-2.3949217796325684
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,2.0,2.0,0.8601769208908081,6.886523246765137
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,-2.0,2.0,1.5336849689483643,-5.5478515625
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,4.0,4.0,4.755915641784668,11.740429878234863
qwen2.5-7b,B,13,0.4815,R_control,post_instruction,-4.0,4.0,4.760540962219238,-9.898046493530273
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,0.25,0.25,0.028666924685239792,0.1708984375
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,-0.25,0.25,0.028690535575151443,-0.14140625298023224
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,0.5,0.5,0.11997561156749725,0.32011717557907104
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,-0.5,0.5,0.1367989480495453,-0.17714843153953552
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,1.0,1.0,0.53650963306427,0.4111328125
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,-1.0,1.0,0.4322136342525482,-0.10175780951976776
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,2.0,2.0,2.1187567710876465,-0.44121092557907104
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,-2.0,2.0,0.922855019569397,0.6826171875
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,4.0,4.0,4.026727199554443,-4.019726753234863
qwen2.5-7b,B,13,0.4815,R_role,post_instruction,-4.0,4.0,1.7539905309677124,2.5552735328674316
qwen2.5-7b,B,16,0.5926,R_harm,all_real,0.25,0.25,0.08228214085102081,1.697265625
qwen2.5-7b,B,16,0.5926,R_harm,all_real,-0.25,0.25,0.11277471482753754,-1.1365234851837158
qwen2.5-7b,B,16,0.5926,R_harm,all_real,0.5,0.5,0.46806424856185913,4.677538871765137
qwen2.5-7b,B,16,0.5926,R_harm,all_real,-0.5,0.5,0.5670093297958374,-2.173046827316284
qwen2.5-7b,B,16,0.5926,R_harm,all_real,1.0,1.0,4.138208389282227,12.250585556030273
qwen2.5-7b,B,16,0.5926,R_harm,all_real,-1.0,1.0,1.8962455987930298,-4.573632717132568
qwen2.5-7b,B,16,0.5926,R_harm,all_real,2.0,2.0,8.119539260864258,13.501367568969727
qwen2.5-7b,B,16,0.5926,R_harm,all_real,-2.0,2.0,6.521358489990234,-8.950586318969727
qwen2.5-7b,B,16,0.5926,R_harm,all_real,4.0,4.0,7.034013271331787,10.586523056030273
qwen2.5-7b,B,16,0.5926,R_harm,all_real,-4.0,4.0,7.8411407470703125,-3.4623045921325684
qwen2.5-7b,B,16,0.5926,R_control,all_real,0.25,0.25,0.08504809439182281,2.3375000953674316
qwen2.5-7b,B,16,0.5926,R_control,all_real,-0.25,0.25,0.11774954944849014,-1.9460937976837158
qwen2.5-7b,B,16,0.5926,R_control,all_real,0.5,0.5,0.4264715313911438,5.5830078125
qwen2.5-7b,B,16,0.5926,R_control,all_real,-0.5,0.5,0.5852168798446655,-3.942578077316284
qwen2.5-7b,B,16,0.5926,R_control,all_real,1.0,1.0,3.4469971656799316,12.753320693969727
qwen2.5-7b,B,16,0.5926,R_control,all_real,-1.0,1.0,2.036771297454834,-8.571680068969727
qwen2.5-7b,B,16,0.5926,R_control,all_real,2.0,2.0,7.406054496765137,14.357617378234863
qwen2.5-7b,B,16,0.5926,R_control,all_real,-2.0,2.0,7.548805236816406,-17.244335174560547
qwen2.5-7b,B,16,0.5926,R_control,all_real,4.0,4.0,7.450435638427734,10.195508003234863
qwen2.5-7b,B,16,0.5926,R_control,all_real,-4.0,4.0,9.0669584274292,-18.119335174560547
qwen2.5-7b,B,16,0.5926,R_role,all_real,0.25,0.25,0.04035477712750435,0.06035156175494194
qwen2.5-7b,B,16,0.5926,R_role,all_real,-0.25,0.25,0.029971489682793617,-0.021484375
qwen2.5-7b,B,16,0.5926,R_role,all_real,0.5,0.5,0.1845746785402298,0.22617188096046448
qwen2.5-7b,B,16,0.5926,R_role,all_real,-0.5,0.5,0.12353301048278809,0.04433593899011612
qwen2.5-7b,B,16,0.5926,R_role,all_real,1.0,1.0,0.791781485080719,0.5044921636581421
qwen2.5-7b,B,16,0.5926,R_role,all_real,-1.0,1.0,0.3845214247703552,0.4248046875
qwen2.5-7b,B,16,0.5926,R_role,all_real,2.0,2.0,3.2906551361083984,0.14902344346046448
qwen2.5-7b,B,16,0.5926,R_role,all_real,-2.0,2.0,0.9546335935592651,1.356835961341858
qwen2.5-7b,B,16,0.5926,R_role,all_real,4.0,4.0,6.918188571929932,3.345507860183716
qwen2.5-7b,B,16,0.5926,R_role,all_real,-4.0,4.0,4.1496405601501465,-0.32402342557907104
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,0.25,0.25,0.021941881626844406,0.806640625
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,-0.25,0.25,0.021603355184197426,-0.5570312738418579
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,0.5,0.5,0.0920271947979927,2.159960985183716
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,-0.5,0.5,0.06926394999027252,-0.9273437261581421
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,1.0,1.0,0.7932107448577881,6.688867092132568
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,-1.0,1.0,0.16441869735717773,-1.3341796398162842
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,2.0,2.0,3.7439773082733154,11.551366806030273
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,-2.0,2.0,0.24984486401081085,-1.243554711341858
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,4.0,4.0,6.076671600341797,11.8583984375
qwen2.5-7b,B,16,0.5926,R_harm,instruction_span,-4.0,4.0,0.3883437514305115,-0.24550780653953552
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,0.25,0.25,0.020944613963365555,0.890625
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,-0.25,0.25,0.02146143652498722,-0.662109375
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,0.5,0.5,0.08397413045167923,2.168164014816284
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,-0.5,0.5,0.07178511470556259,-1.180273413658142
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,1.0,1.0,0.4674251675605774,5.533789157867432
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,-1.0,1.0,0.17731904983520508,-1.7666015625
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,2.0,2.0,1.735170602798462,9.036523818969727
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,-2.0,2.0,0.3000166118144989,-1.708398461341858
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,4.0,4.0,3.00880765914917,9.726366996765137
qwen2.5-7b,B,16,0.5926,R_control,instruction_span,-4.0,4.0,0.5811090469360352,0.45683592557907104
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,0.25,0.25,0.004731226246803999,-0.12128905951976776
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,-0.25,0.25,0.00449587544426322,0.11406250298023224
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,0.5,0.5,0.014969897456467152,-0.2265625
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,-0.5,0.5,0.01562820002436638,0.22695311903953552
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,1.0,1.0,0.05199544504284859,-0.3931640684604645
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,-1.0,1.0,0.047325149178504944,0.46074217557907104
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,2.0,2.0,0.18117070198059082,-0.521679699420929
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,-2.0,2.0,0.10790739208459854,0.7470703125
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,4.0,4.0,0.7985459566116333,-0.5052734613418579
qwen2.5-7b,B,16,0.5926,R_role,instruction_span,-4.0,4.0,0.2774515748023987,0.7841796875
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,0.25,0.25,0.006828721612691879,0.24453124403953552
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,-0.25,0.25,0.006211699917912483,-0.18359375
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,0.5,0.5,0.023863615468144417,0.5865234136581421
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,-0.5,0.5,0.018580282106995583,-0.3115234375
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,1.0,1.0,0.08239862322807312,1.8152344226837158
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,-1.0,1.0,0.0368824228644371,-0.40156251192092896
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,2.0,2.0,0.46226948499679565,6.141211032867432
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,-2.0,2.0,0.040962446480989456,-0.3726562559604645
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,4.0,4.0,1.940595269203186,9.3076171875
qwen2.5-7b,B,16,0.5926,R_harm,t_inst_only,-4.0,4.0,0.04500587284564972,-0.2255859375
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,0.25,0.25,0.006175551097840071,0.2685546875
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,-0.25,0.25,0.005950941704213619,-0.23749999701976776
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,0.5,0.5,0.020627295598387718,0.6529296636581421
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,-0.5,0.5,0.01891292631626129,-0.4072265625
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,1.0,1.0,0.05719872564077377,1.4607422351837158
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,-1.0,1.0,0.03846076503396034,-0.5787109136581421
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,2.0,2.0,0.10373543202877045,2.3998045921325684
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,-2.0,2.0,0.04807812720537186,-0.606249988079071
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,4.0,4.0,0.07156930863857269,1.633398413658142
qwen2.5-7b,B,16,0.5926,R_control,t_inst_only,-4.0,4.0,0.06755675375461578,-0.39453125
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,0.25,0.25,0.0014004616532474756,-0.009765625
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,-0.25,0.25,0.001061152433976531,0.01308593712747097
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,0.5,0.5,0.004253576043993235,-0.04863281175494194
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,-0.5,0.5,0.003947382792830467,0.03183593600988388
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,1.0,1.0,0.013098439201712608,-0.0966796875
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,-1.0,1.0,0.011722778901457787,0.06367187201976776
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,2.0,2.0,0.03555762395262718,-0.13105468451976776
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,-2.0,2.0,0.02400016412138939,0.09121093899011612
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,4.0,4.0,0.044458456337451935,-0.17421874403953552
qwen2.5-7b,B,16,0.5926,R_role,t_inst_only,-4.0,4.0,0.03356095403432846,0.04179687425494194
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,0.25,0.25,0.03759840875864029,0.8134765625
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,-0.25,0.25,0.04109973832964897,-0.577929675579071
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,0.5,0.5,0.14848776161670685,2.1083984375
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,-0.5,0.5,0.21142777800559998,-1.040624976158142
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,1.0,1.0,1.6793289184570312,9.3505859375
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,-1.0,1.0,0.7920924425125122,-1.8781249523162842
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,2.0,2.0,7.67197322845459,14.732617378234863
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,-2.0,2.0,2.9681015014648438,-4.173242092132568
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,4.0,4.0,8.856164932250977,13.738866806030273
qwen2.5-7b,B,16,0.5926,R_harm,post_instruction,-4.0,4.0,6.097720623016357,-2.189257860183716
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,0.25,0.25,0.03345998004078865,1.3798828125
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,-0.25,0.25,0.037715353071689606,-1.2109375
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,0.5,0.5,0.12549123167991638,3.032421827316284
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,-0.5,0.5,0.2059161365032196,-2.4564452171325684
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,1.0,1.0,0.9621237516403198,9.1923828125
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,-1.0,1.0,0.9425240755081177,-5.339648246765137
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,2.0,2.0,6.6811418533325195,15.463086128234863
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,-2.0,2.0,4.970089912414551,-13.389257431030273
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,4.0,4.0,8.934968948364258,13.3330078125
qwen2.5-7b,B,16,0.5926,R_control,post_instruction,-4.0,4.0,9.547369003295898,-20.233789443969727
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,0.25,0.25,0.022438671439886093,0.20097656548023224
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,-0.25,0.25,0.017045114189386368,-0.17363281548023224
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,0.5,0.5,0.09647868573665619,0.4271484315395355
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,-0.5,0.5,0.07952973246574402,-0.2767578065395355
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,1.0,1.0,0.4151676297187805,0.886914074420929
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,-1.0,1.0,0.2711738049983978,-0.36152344942092896
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,2.0,2.0,2.010554075241089,0.7666015625
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,-2.0,2.0,0.7208222150802612,-0.13144531846046448
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,4.0,4.0,5.884038925170898,2.044726610183716
qwen2.5-7b,B,16,0.5926,R_role,post_instruction,-4.0,4.0,2.7247934341430664,-0.02910156175494194
qwen2.5-7b,B,17,0.6296,R_harm,all_real,0.25,0.25,0.059413664042949677,1.288476586341858
qwen2.5-7b,B,17,0.6296,R_harm,all_real,-0.25,0.25,0.07549436390399933,-0.9525390863418579
qwen2.5-7b,B,17,0.6296,R_harm,all_real,0.5,0.5,0.26988404989242554,3.4310545921325684
qwen2.5-7b,B,17,0.6296,R_harm,all_real,-0.5,0.5,0.3412652015686035,-1.837377905845642
qwen2.5-7b,B,17,0.6296,R_harm,all_real,1.0,1.0,2.292302370071411,9.959179878234863
qwen2.5-7b,B,17,0.6296,R_harm,all_real,-1.0,1.0,1.6601457595825195,-4.485131740570068
qwen2.5-7b,B,17,0.6296,R_harm,all_real,2.0,2.0,7.4087724685668945,13.687304496765137
qwen2.5-7b,B,17,0.6296,R_harm,all_real,-2.0,2.0,8.04946231842041,-9.834765434265137
qwen2.5-7b,B,17,0.6296,R_harm,all_real,4.0,4.0,6.898474216461182,10.781835556030273
qwen2.5-7b,B,17,0.6296,R_harm,all_real,-4.0,4.0,8.956923484802246,0.700976550579071
qwen2.5-7b,B,17,0.6296,R_control,all_real,0.25,0.25,0.050066620111465454,2.205078125
qwen2.5-7b,B,17,0.6296,R_control,all_real,-0.25,0.25,0.06522302329540253,-1.999609351158142
qwen2.5-7b,B,17,0.6296,R_control,all_real,0.5,0.5,0.2017664611339569,4.606835842132568
qwen2.5-7b,B,17,0.6296,R_control,all_real,-0.5,0.5,0.3112334609031677,-3.9609375
qwen2.5-7b,B,17,0.6296,R_control,all_real,1.0,1.0,1.6645898818969727,10.781835556030273
qwen2.5-7b,B,17,0.6296,R_control,all_real,-1.0,1.0,1.611217737197876,-8.4111328125
qwen2.5-7b,B,17,0.6296,R_control,all_real,2.0,2.0,7.8869757652282715,16.800975799560547
qwen2.5-7b,B,17,0.6296,R_control,all_real,-2.0,2.0,8.430636405944824,-17.5712890625
qwen2.5-7b,B,17,0.6296,R_control,all_real,4.0,4.0,8.806134223937988,13.7197265625
qwen2.5-7b,B,17,0.6296,R_control,all_real,-4.0,4.0,10.580392837524414,-10.666211128234863
