model,concept,factor,level_a,level_b,layer,cosine,split_half_floor,at_floor
qwen2.5-7b,R_harm,category,cat12,cat22,16,0.7273402214050293,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat23,16,0.5569455027580261,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat24,16,0.5219659209251404,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat27,16,0.3452002704143524,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat28,16,0.5166794657707214,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat32,16,0.500578761100769,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat39,16,0.628606915473938,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat44,16,0.43593597412109375,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat12,cat7,16,0.4550929069519043,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat22,16,0.4453667998313904,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat23,16,0.5798569917678833,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat24,16,0.48964619636535645,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat27,16,0.32049140334129333,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat28,16,0.44006654620170593,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat32,16,0.5587895512580872,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat39,16,0.5081932544708252,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat44,16,0.5337737202644348,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat14,cat7,16,0.4472237825393677,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat23,16,0.5121375322341919,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat24,16,0.4560602605342865,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat27,16,0.29051560163497925,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat28,16,0.46994659304618835,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat32,16,0.43135207891464233,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat39,16,0.6363582611083984,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat44,16,0.3498338460922241,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat22,cat7,16,0.44461315870285034,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat24,16,0.3617865741252899,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat27,16,0.22250896692276,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat28,16,0.3314887285232544,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat32,16,0.3999928832054138,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat39,16,0.4709734320640564,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat44,16,0.35086506605148315,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat23,cat7,16,0.5777167081832886,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat24,cat27,16,0.5378172397613525,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat24,cat28,16,0.6231907606124878,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat24,cat32,16,0.5585882663726807,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat24,cat39,16,0.6219522953033447,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat24,cat44,16,0.5770704746246338,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat24,cat7,16,0.37639904022216797,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat27,cat28,16,0.4593336284160614,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat27,cat32,16,0.3509765863418579,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat27,cat39,16,0.4864010810852051,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat27,cat44,16,0.42928051948547363,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat27,cat7,16,0.2713409960269928,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat28,cat32,16,0.6436777710914612,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat28,cat39,16,0.6131680011749268,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat28,cat44,16,0.39708518981933594,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat28,cat7,16,0.31937938928604126,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat32,cat39,16,0.5932600498199463,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat32,cat44,16,0.4688851237297058,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat32,cat7,16,0.3482685089111328,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat39,cat44,16,0.3826339840888977,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat39,cat7,16,0.39847996830940247,0.9376655519008636,False
qwen2.5-7b,R_harm,category,cat44,cat7,16,0.2772417962551117,0.9376655519008636,False
