model,stage,steer_layer,read_layer,read_position,gate_read_layer,relative_read_depth,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,9,t_inst,False,0.3333,R_harm,R_harm,0.25,0.25,0.0025412989780306816,0.002143487799912691,0.002934587886556983,0.0,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,19.95745277404785
qwen2.5-7b,C,6,9,t_inst,False,0.3333,R_harm,R_role,0.25,0.25,-0.0011631727684289217,-0.0017365404637530446,-0.0006027161725796759,-0.001199960708618164,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,10.230225563049316
qwen2.5-7b,C,6,9,t_post_inst,False,0.3333,R_harm,R_harm,0.25,0.25,0.10509103536605835,0.10304301977157593,0.10701171308755875,0.0,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,7.030290603637695
qwen2.5-7b,C,6,9,t_post_inst,False,0.3333,R_harm,R_control,0.25,0.25,0.020945752039551735,0.017742890864610672,0.024181686341762543,0.0043999552726745605,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,3.9396960735321045
qwen2.5-7b,C,6,9,t_post_inst,False,0.3333,R_harm,R_role,0.25,0.25,-0.0129402419552207,-0.013708306476473808,-0.012208165600895882,-0.0020000040531158447,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,13.635261535644531
qwen2.5-7b,C,6,10,t_inst,False,0.3704,R_harm,R_harm,0.25,0.25,0.0019890647381544113,0.0015465026954188943,0.0024341088719666004,-0.0004000067710876465,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,21.070646286010742
qwen2.5-7b,C,6,10,t_inst,False,0.3704,R_harm,R_role,0.25,0.25,0.00016902007337193936,-0.0007244544103741646,0.000981363351456821,-0.0051999688148498535,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,10.910290718078613
qwen2.5-7b,C,6,10,t_post_inst,False,0.3704,R_harm,R_harm,0.25,0.25,0.09313559532165527,0.09045913815498352,0.09577632695436478,0.0004000067710876465,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,7.4085822105407715
qwen2.5-7b,C,6,10,t_post_inst,False,0.3704,R_harm,R_control,0.25,0.25,0.011146962642669678,0.007857070304453373,0.014502148143947124,0.006000041961669922,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,4.036928176879883
qwen2.5-7b,C,6,10,t_post_inst,False,0.3704,R_harm,R_role,0.25,0.25,-0.015823455527424812,-0.016693037003278732,-0.014982356689870358,-0.0024000033736228943,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,14.13809871673584
