concept,layer,relative_depth,train_auc,auc,auc_ci_low,auc_ci_high,length_only_auc,random_auc,model
R_harm_at_post,20,0.7407,0.9787958264350892,0.981862485408783,0.9592268466949464,0.9947049617767334,0.6523078083992004,0.2567499876022339,qwen2.5-7b
R_harm_at_post,21,0.7778,0.979613184928894,0.9820250272750854,0.9603896141052246,0.9948428273200988,0.6523078083992004,0.3583750128746032,qwen2.5-7b
R_harm_at_post,22,0.8148,0.9801097512245178,0.9843562245368958,0.9648476839065552,0.99553120136261,0.6523078083992004,0.3886562585830688,qwen2.5-7b
R_harm_at_post,23,0.8519,0.9734805822372437,0.9795937538146972,0.9562278985977172,0.9939860701560974,0.6523078083992004,0.1130999997258186,qwen2.5-7b
R_harm_at_post,24,0.8889,0.9706666469573976,0.9762499928474426,0.9503381252288818,0.9924863576889038,0.6523078083992004,0.227974995970726,qwen2.5-7b
R_harm_at_post,25,0.9259,0.9723923802375792,0.9759312272071838,0.9502323269844056,0.9929755330085754,0.6523078083992004,0.7319124937057495,qwen2.5-7b
R_harm_at_post,26,0.963,0.975190281867981,0.97699373960495,0.952219784259796,0.9933054447174072,0.6523078083992004,0.8116437792778015,qwen2.5-7b
R_harm_at_post,27,1.0,0.9752867817878724,0.97818124294281,0.9517483115196228,0.9944262504577636,0.6523078083992004,0.312375009059906,qwen2.5-7b
R_control_harmless,0,0.0,0.8122323155403137,0.6792307496070862,0.1237347722053527,0.9412013292312622,0.4597726762294769,0.5697435736656189,qwen2.5-7b
R_control_harmless,1,0.037,0.8048772215843201,0.766153872013092,0.3685015738010406,0.9086875319480896,0.4597726762294769,0.5846154093742371,qwen2.5-7b
R_control_harmless,2,0.0741,0.8328298926353455,0.7107692360877991,0.2348330169916153,0.9290186762809752,0.4597726762294769,0.617435872554779,qwen2.5-7b
R_control_harmless,3,0.1111,0.8152186870574951,0.6789743304252625,0.2335338294506073,0.9153800010681152,0.4597726762294769,0.5384615659713745,qwen2.5-7b
R_control_harmless,4,0.1481,0.8360381722450256,0.7205128073692322,0.318844199180603,0.9209463000297546,0.4597726762294769,0.4905128180980682,qwen2.5-7b
R_control_harmless,5,0.1852,0.8002355098724365,0.6612820625305176,0.2478439211845398,0.8862097859382629,0.4597726762294769,0.6479487419128418,qwen2.5-7b
R_control_harmless,6,0.2222,0.8523353934288025,0.7428205013275146,0.3581544160842895,0.9129018783569336,0.4597726762294769,0.3725641071796417,qwen2.5-7b
R_control_harmless,7,0.2593,0.8606460690498352,0.7571794986724854,0.2979798018932342,0.942047357559204,0.4597726762294769,0.5343589782714844,qwen2.5-7b
R_control_harmless,8,0.2963,0.853205680847168,0.7423076629638672,0.2651515007019043,0.9483925700187684,0.4597726762294769,0.6438461542129517,qwen2.5-7b
R_control_harmless,9,0.3333,0.8324715495109558,0.8071795105934143,0.4601953327655792,0.990564227104187,0.4597726762294769,0.5279487371444702,qwen2.5-7b
R_control_harmless,10,0.3704,0.8345364332199097,0.800000011920929,0.4482769072055816,0.9892775416374208,0.4597726762294769,0.5964102745056152,qwen2.5-7b
R_control_harmless,11,0.4074,0.8454751968383789,0.8028205037117004,0.4474985301494598,0.9939954280853271,0.4597726762294769,0.79666668176651,qwen2.5-7b
R_control_harmless,12,0.4444,0.8477448225021362,0.7956410050392151,0.4069407880306244,0.9965635538101196,0.4597726762294769,0.2694871723651886,qwen2.5-7b
R_control_harmless,13,0.4815,0.867045521736145,0.8112820386886597,0.4723618030548095,0.9965635538101196,0.4597726762294769,0.656410276889801,qwen2.5-7b
R_control_harmless,14,0.5185,0.903291881084442,0.8266666531562805,0.4924623072147369,0.9914089441299438,0.4597726762294769,0.640256404876709,qwen2.5-7b
R_control_harmless,15,0.5556,0.9188552498817444,0.8487179279327393,0.5502512454986572,0.9957698583602904,0.4597726762294769,0.5174359083175659,qwen2.5-7b
R_control_harmless,16,0.5926,0.9367907047271729,0.908717930316925,0.6994433999061584,0.9957698583602904,0.4597726762294769,0.4746153950691223,qwen2.5-7b
R_control_harmless,17,0.6296,0.9418761134147644,0.90974360704422,0.6983498334884644,0.9957698583602904,0.4597726762294769,0.6858974099159241,qwen2.5-7b
R_control_harmless,18,0.6667,0.9389921426773072,0.9220513105392456,0.7487437129020691,0.990693747997284,0.4597726762294769,0.168205127120018,qwen2.5-7b
R_control_harmless,19,0.7037,0.9464837312698364,0.9317948818206788,0.7625057697296143,0.9983079433441162,0.4597726762294769,0.3082051277160644,qwen2.5-7b
R_control_harmless,20,0.7407,0.9540265202522278,0.9425641298294068,0.7891217470169067,0.9966158866882324,0.4597726762294769,0.1676923036575317,qwen2.5-7b
R_control_harmless,21,0.7778,0.9584975838661194,0.9512820243835448,0.8154979348182678,0.999153971672058,0.4597726762294769,0.4646153748035431,qwen2.5-7b
R_control_harmless,22,0.8148,0.9600846171379088,0.945641040802002,0.7954545617103577,0.9983079433441162,0.4597726762294769,0.3735897541046142,qwen2.5-7b
R_control_harmless,23,0.8519,0.95568186044693,0.9410256147384644,0.7816939949989319,0.9966158866882324,0.4597726762294769,0.3615384697914123,qwen2.5-7b
R_control_harmless,24,0.8889,0.9561084508895874,0.9482051134109496,0.8068252205848694,0.9974619150161744,0.4597726762294769,0.4251281917095184,qwen2.5-7b
R_control_harmless,25,0.9259,0.9575419425964355,0.9615384340286256,0.8536596894264221,0.9983079433441162,0.4597726762294769,0.5561538338661194,qwen2.5-7b
R_control_harmless,26,0.963,0.9596409201622008,0.9615384340286256,0.8517587780952454,0.9983079433441162,0.4597726762294769,0.7935897707939148,qwen2.5-7b
R_control_harmless,27,1.0,0.9600334763526917,0.9471794962882996,0.805541455745697,0.9966158866882324,0.4597726762294769,0.6758974194526672,qwen2.5-7b
R_control_unbalanced,0,0.0,0.8254083395004272,0.6544802784919739,0.4858153462409973,0.8015566468238831,0.3684110939502716,0.6248847842216492,qwen2.5-7b
R_control_unbalanced,1,0.037,0.8270013928413391,0.6640040874481201,0.4356971979141235,0.8447975516319275,0.3684110939502716,0.601945698261261,qwen2.5-7b
R_control_unbalanced,2,0.0741,0.8504335284233093,0.6772145628929138,0.4587232172489166,0.8566511273384094,0.3684110939502716,0.368561178445816,qwen2.5-7b
R_control_unbalanced,3,0.1111,0.8169590830802917,0.6802867650985718,0.5188816785812378,0.8266313672065735,0.3684110939502716,0.4037890434265136,qwen2.5-7b
R_control_unbalanced,4,0.1481,0.7983061075210571,0.7137736678123474,0.5823714733123779,0.8285108804702759,0.3684110939502716,0.4228366613388061,qwen2.5-7b
R_control_unbalanced,5,0.1852,0.7904617786407471,0.6563236117362976,0.4933944642543793,0.7986621856689453,0.3684110939502716,0.3644649386405945,qwen2.5-7b
R_control_unbalanced,6,0.2222,0.7824763059616089,0.6904249787330627,0.5347980856895447,0.8161731362342834,0.3684110939502716,0.621607780456543,qwen2.5-7b
R_control_unbalanced,7,0.2593,0.7976003289222717,0.7215566039085388,0.5711010098457336,0.8450491428375244,0.3684110939502716,0.5840245485305786,qwen2.5-7b
R_control_unbalanced,8,0.2963,0.8043153882026672,0.7394777536392212,0.5912569165229797,0.8553248047828674,0.3684110939502716,0.5314900279045105,qwen2.5-7b
R_control_unbalanced,9,0.3333,0.8288364410400391,0.785560667514801,0.6468093395233154,0.880161464214325,0.3684110939502716,0.5670250654220581,qwen2.5-7b
R_control_unbalanced,10,0.3704,0.8356322050094604,0.8131080269813538,0.6810297966003418,0.9006975889205933,0.3684110939502716,0.5837173461914062,qwen2.5-7b
R_control_unbalanced,11,0.4074,0.8465416431427002,0.8076804876327515,0.6876314282417297,0.8933228254318237,0.3684110939502716,0.6243727803230286,qwen2.5-7b
R_control_unbalanced,12,0.4444,0.8562613725662231,0.8223246335983276,0.6901119947433472,0.9141594767570496,0.3684110939502716,0.5430619716644287,qwen2.5-7b
R_control_unbalanced,13,0.4815,0.9699133038520812,0.9455196857452391,0.8744035363197327,0.9872532486915588,0.3684110939502716,0.7716333866119385,qwen2.5-7b
R_control_unbalanced,14,0.5185,0.9866101741790771,0.9796211123466492,0.9523462653160096,0.9963119626045228,0.3684110939502716,0.5477726459503174,qwen2.5-7b
R_control_unbalanced,15,0.5556,0.988304078578949,0.9868919849395752,0.970167636871338,0.9975807666778564,0.3684110939502716,0.6305171251296997,qwen2.5-7b
R_control_unbalanced,16,0.5926,0.9830207824707032,0.9877111911773682,0.9702945351600648,0.9982075691223145,0.3684110939502716,0.4906297922134399,qwen2.5-7b
R_control_unbalanced,17,0.6296,0.9812058806419371,0.9910906553268432,0.977972447872162,0.999316930770874,0.3684110939502716,0.2329749166965484,qwen2.5-7b
